"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
44984,2016,"3649017",501,"Somalia 2016","Early Recovery","8501","Action Contre la Faim - France","Custom Location","Multi Zone"
44984,2016,"3649017",501,"Somalia 2016","Early Recovery","8501","Action Contre la Faim - France","Project Priority","A - High"
44984,2016,"3649017",501,"Somalia 2016","Early Recovery","8501","Action Contre la Faim - France","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
45149,2016,"1169000",500,"Iraq 2016","Emergency Shelter and NFI","2886","Agency for Technical Cooperation and Development","Subset Of Plan","A. First-Line Response"
45149,2016,"1169000",500,"Iraq 2016","Emergency Shelter and NFI","2886","Agency for Technical Cooperation and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45149,2016,"1169000",500,"Iraq 2016","Emergency Shelter and NFI","2886","Agency for Technical Cooperation and Development","Project Priority","High"
45292,2016,"2000000",500,"Iraq 2016","Protection","2886","Agency for Technical Cooperation and Development","Subset Of Plan","B. Second-Line Response"
45292,2016,"2000000",500,"Iraq 2016","Protection","2886","Agency for Technical Cooperation and Development","Project Priority","High"
45292,2016,"2000000",500,"Iraq 2016","Protection","2886","Agency for Technical Cooperation and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45275,2016,"2500000",500,"Iraq 2016","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Project Priority","High"
45275,2016,"2500000",500,"Iraq 2016","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45194,2016,"2056000",500,"Iraq 2016","Emergency Shelter and NFI","2058","French Red Cross","Project Priority","High"
45194,2016,"2056000",500,"Iraq 2016","Emergency Shelter and NFI","2058","French Red Cross","Subset Of Plan","A. First-Line Response"
45194,2016,"2056000",500,"Iraq 2016","Emergency Shelter and NFI","2058","French Red Cross","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45195,2016,"2250000",500,"Iraq 2016","Water Sanitation Hygiene","2058","French Red Cross","Project Priority","High"
45195,2016,"2250000",500,"Iraq 2016","Water Sanitation Hygiene","2058","French Red Cross","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45231,2016,"750000",500,"Iraq 2016","Protection","4303","International Medical Corps US","Subset Of Plan","B. Second-Line Response"
45231,2016,"750000",500,"Iraq 2016","Protection","4303","International Medical Corps US","Project Priority","High"
45231,2016,"750000",500,"Iraq 2016","Protection","4303","International Medical Corps US","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
45241,2016,"2500000",500,"Iraq 2016","Early Recovery","4327","Muslim Aid","Project Priority","High"
45241,2016,"2500000",500,"Iraq 2016","Early Recovery","4327","Muslim Aid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45218,2016,"4237200",500,"Iraq 2016","Water Sanitation Hygiene","8582","Oxfam GB","Project Priority","High"
45218,2016,"4237200",500,"Iraq 2016","Water Sanitation Hygiene","8582","Oxfam GB","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46764,2016,"0",503,"Myanmar 2016","Protection","2178","Norwegian Refugee Council","No field questions","No field answers"
43623,2016,"2272728",1118,"occupied Palestinian territory 2016","Health","4398","World Health Organization","Custom Location","Projects covering just Gaza"
43623,2016,"2272728",1118,"occupied Palestinian territory 2016","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43623,2016,"2272728",1118,"occupied Palestinian territory 2016","Health","4398","World Health Organization","Project Priority","Other"
43289,2016,"7486133",1097,"Niger 2016","Health","3049","World Food Programme","Project Priority","High"
43289,2016,"7486133",1097,"Niger 2016","Health","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45416,2016,"1170400",462,"Ukraine 2016","Health","4293","United Nations Population Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44572,2016,"2943750",1059,"Republic of South Sudan 2016","Early Recovery","4305","Mercy Corps","Project Priority","1"
44572,2016,"2943750",1059,"Republic of South Sudan 2016","Early Recovery","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45729,2016,"0",468,"Ecuador Earthquake Flash Appeal 2016","Early Recovery","10268","UN agencies and NGOs (Confidential)","No field questions","No field answers"
43360,2016,"1000000",412,"Nigeria 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Project Priority","High"
43360,2016,"1000000",412,"Nigeria 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45090,2016,"985000",501,"Somalia 2016","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Project Priority","A - High"
45090,2016,"985000",501,"Somalia 2016","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Custom Location","South Central"
45090,2016,"985000",501,"Somalia 2016","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44994,2016,"750000",501,"Somalia 2016","Early Recovery","2886","Agency for Technical Cooperation and Development","Custom Location","South Central"
44994,2016,"750000",501,"Somalia 2016","Early Recovery","2886","Agency for Technical Cooperation and Development","Project Priority","A - High"
44994,2016,"750000",501,"Somalia 2016","Early Recovery","2886","Agency for Technical Cooperation and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43903,2016,"4200000",1011,"Syria Humanitarian Response Plan 2016","Emergency Shelter and NFI","4695","Adventist Development and Relief Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46416,2016,"1421000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","6363","Secours Islamique France","Custom Location","Lebanon"
46416,2016,"1421000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","6363","Secours Islamique France","Gender Marker","3-Not specified"
46030,2016,"2000000",1064,"Central African Republic 2016","Camp Coordination / Management","2986","International Organization for Migration","Project Priority","A. Immediate"
46030,2016,"2000000",1064,"Central African Republic 2016","Camp Coordination / Management","2986","International Organization for Migration","Custom Location","Multiple locations"
46030,2016,"2000000",1064,"Central African Republic 2016","Camp Coordination / Management","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42911,2016,"743306",498,"Cameroon 2016","Health","3049","World Food Programme","Project Priority","High"
42911,2016,"743306",498,"Cameroon 2016","Health","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42854,2016,"4637480",975,"Burkina Faso 2016","Health","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45489,2016,"1200000",462,"Ukraine 2016","Logistics","3049","World Food Programme","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
45890,2016,"2097388",421,"DPR Korea Needs and Priorities 2016","Food Security","8242","Première Urgence Internationale","No field questions","No field answers"
43322,2016,"1500000",1097,"Niger 2016","Food Security","8516","Acción Contra el Hambre - Spain","Custom Location","Diffa"
43322,2016,"1500000",1097,"Niger 2016","Food Security","8516","Acción Contra el Hambre - Spain","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43322,2016,"1500000",1097,"Niger 2016","Food Security","8516","Acción Contra el Hambre - Spain","Project Priority","High"
43371,2016,"4200000",412,"Nigeria 2016","Food Security","3049","World Food Programme","Project Priority","High"
43371,2016,"4200000",412,"Nigeria 2016","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46879,2016,"6640573",412,"Nigeria 2016","Health","3049","World Food Programme","Project Priority","High"
46879,2016,"6640573",412,"Nigeria 2016","Health","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46365,2016,"85399461",412,"Nigeria 2016","Food Security","3049","World Food Programme","Project Priority","High"
46365,2016,"85399461",412,"Nigeria 2016","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46312,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Water Sanitation Hygiene","4305","Mercy Corps","No field questions","No field answers"
46313,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Protection - Child Protection","4305","Mercy Corps","No field questions","No field answers"
43209,2016,"9090155",459,"Mauritania 2016","Food Security","3049","World Food Programme","Project Priority","High"
43209,2016,"9090155",459,"Mauritania 2016","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46315,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Early Recovery","4305","Mercy Corps","No field questions","No field answers"
43233,2016,"11841490",459,"Mauritania 2016","Multi-sector","3049","World Food Programme","Project Priority","High"
43233,2016,"11841490",459,"Mauritania 2016","Multi-sector","3049","World Food Programme","Response Type","Refugee"
43233,2016,"11841490",459,"Mauritania 2016","Multi-sector","3049","World Food Programme","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43232,2016,"6388141",459,"Mauritania 2016","Health","3049","World Food Programme","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43232,2016,"6388141",459,"Mauritania 2016","Health","3049","World Food Programme","Project Priority","High"
43893,2016,"1460550",1011,"Syria Humanitarian Response Plan 2016","Health","4528","MEDAIR","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43927,2016,"1009545",1011,"Syria Humanitarian Response Plan 2016","Water Sanitation Hygiene","4528","MEDAIR","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43012,2016,"5027500",411,"Chad 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Grouping 2","1-  MOUVEMENTS DE POPULATION"
43012,2016,"5027500",411,"Chad 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42999,2016,"708485",411,"Chad 2016","Health","4398","World Health Organization","Project Grouping 2","1- URGENCES SANITAIRES"
42999,2016,"708485",411,"Chad 2016","Health","4398","World Health Organization","Response Type","Refugee"
42999,2016,"708485",411,"Chad 2016","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45720,2016,"502812",1097,"Niger 2016","Early Recovery","2920","Arbeiter-Samariter-Bund Deutschland e.V","Custom Location","Tahoua"
45720,2016,"502812",1097,"Niger 2016","Early Recovery","2920","Arbeiter-Samariter-Bund Deutschland e.V","Project Priority","High"
45720,2016,"502812",1097,"Niger 2016","Early Recovery","2920","Arbeiter-Samariter-Bund Deutschland e.V","Response Type","Refugee"
45720,2016,"502812",1097,"Niger 2016","Early Recovery","2920","Arbeiter-Samariter-Bund Deutschland e.V","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42821,2016,"710000",975,"Burkina Faso 2016","Water Sanitation Hygiene","5298","Danish Refugee Council","Project Priority","High"
42821,2016,"710000",975,"Burkina Faso 2016","Water Sanitation Hygiene","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46436,2016,"2000000",411,"Chad 2016","Emergency Shelter and NFI","4397","United Nations High Commissioner for Refugees","Project Grouping 2","1-  MOUVEMENTS DE POPULATION"
46436,2016,"2000000",411,"Chad 2016","Emergency Shelter and NFI","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47174,2016,"0",464,"Afghanistan 2016","Food Security","2937","Afghanaid","No field questions","No field answers"
48802,2016,"0",417,"Democratic Republic of the Congo 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","No field questions","No field answers"
46243,2016,"500000",1064,"Central African Republic 2016","Agriculture","2650","Triangle Génération Humanitaire","Custom Location","Ouaka"
46243,2016,"500000",1064,"Central African Republic 2016","Agriculture","2650","Triangle Génération Humanitaire","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
46212,2016,"1000000",1064,"Central African Republic 2016","Food Security","3049","World Food Programme","Project Priority","B. High"
46212,2016,"1000000",1064,"Central African Republic 2016","Food Security","3049","World Food Programme","Custom Location","Multiple locations"
46212,2016,"1000000",1064,"Central African Republic 2016","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46317,2016,"0",417,"Democratic Republic of the Congo 2016","Water Sanitation Hygiene","8522","ACT Alliance / Lutheran World Federation","No field questions","No field answers"
46318,2016,"0",417,"Democratic Republic of the Congo 2016","Emergency Shelter and NFI","8522","ACT Alliance / Lutheran World Federation","No field questions","No field answers"
46319,2016,"0",417,"Democratic Republic of the Congo 2016","Health","4695","Adventist Development and Relief Agency","No field questions","No field answers"
44550,2016,"4550000",1059,"Republic of South Sudan 2016","Logistics","2986","International Organization for Migration","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
44550,2016,"4550000",1059,"Republic of South Sudan 2016","Logistics","2986","International Organization for Migration","Project Priority","1"
46320,2016,"0",417,"Democratic Republic of the Congo 2016","Emergency Shelter and NFI","4272","Association pour le développement social et la sauvegarde de l’environnement","No field questions","No field answers"
44554,2016,"1722150",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","1"
44554,2016,"1722150",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46321,2016,"0",417,"Democratic Republic of the Congo 2016","Health","3162","Caritas Germany (DCV)","No field questions","No field answers"
46322,2016,"0",417,"Democratic Republic of the Congo 2016","Water Sanitation Hygiene","8582","Oxfam GB","No field questions","No field answers"
46323,2016,"0",417,"Democratic Republic of the Congo 2016","Coordination and support services","5294","United Nations Development Programme","No field questions","No field answers"
44619,2016,"16000000",1059,"Republic of South Sudan 2016","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","1"
44619,2016,"16000000",1059,"Republic of South Sudan 2016","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44698,2016,"648150",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","3244","INTERSOS Humanitarian Aid Organization","Project Priority","2"
44698,2016,"648150",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","3244","INTERSOS Humanitarian Aid Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46376,2016,"990000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","6687","ABAAD-Resource Center for Gender Equality","Custom Location","Lebanon"
46376,2016,"990000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","6687","ABAAD-Resource Center for Gender Equality","Gender Marker","3-Not specified"
46408,2016,"10995000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","744","Oxfam","Custom Location","Lebanon"
46408,2016,"10995000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","744","Oxfam","Gender Marker","3-Not specified"
45823,2016,"500000",468,"Ecuador Earthquake Flash Appeal 2016","Water Sanitation Hygiene","744","Oxfam","No field questions","No field answers"
46427,2016,"2320024",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","6129","World Rehabilitation Fund","Gender Marker","3-Not specified"
46427,2016,"2320024",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","6129","World Rehabilitation Fund","Custom Location","Lebanon"
43572,2016,"730080",1118,"occupied Palestinian territory 2016","Protection","4293","United Nations Population Fund","Project Priority","Top"
43572,2016,"730080",1118,"occupied Palestinian territory 2016","Protection","4293","United Nations Population Fund","Custom Location","Projects covering both West Bank and Gaza"
43572,2016,"730080",1118,"occupied Palestinian territory 2016","Protection","4293","United Nations Population Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
43578,2016,"2230469",1118,"occupied Palestinian territory 2016","Early Recovery","3238","CARE International","Project Priority","Top"
43578,2016,"2230469",1118,"occupied Palestinian territory 2016","Early Recovery","3238","CARE International","Custom Location","Projects covering just Gaza"
43578,2016,"2230469",1118,"occupied Palestinian territory 2016","Early Recovery","3238","CARE International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43710,2016,"1378634",1118,"occupied Palestinian territory 2016","Emergency Shelter and NFI","4353","Development and Peace","Project Priority","Top"
43710,2016,"1378634",1118,"occupied Palestinian territory 2016","Emergency Shelter and NFI","4353","Development and Peace","Custom Location","Projects covering just Gaza"
43710,2016,"1378634",1118,"occupied Palestinian territory 2016","Emergency Shelter and NFI","4353","Development and Peace","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44969,2016,"2499580",501,"Somalia 2016","Water Sanitation Hygiene","1504","Concern Worldwide","Custom Location","Multi Zone"
44969,2016,"2499580",501,"Somalia 2016","Water Sanitation Hygiene","1504","Concern Worldwide","Project Priority","A - High"
44969,2016,"2499580",501,"Somalia 2016","Water Sanitation Hygiene","1504","Concern Worldwide","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
46559,2016,"1625000",506,"Sudan 2016","Water Sanitation Hygiene","1850","World Vision International","Project Priority","c) 75%"
46559,2016,"1625000",506,"Sudan 2016","Water Sanitation Hygiene","1850","World Vision International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44240,2016,"2086162",1011,"Syria Humanitarian Response Plan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44242,2016,"34741126",1011,"Syria Humanitarian Response Plan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44289,2016,"2070000",1011,"Syria Humanitarian Response Plan 2016","Education","2915","United Nations Children's Fund","Project Priority","N/A"
44289,2016,"2070000",1011,"Syria Humanitarian Response Plan 2016","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44300,2016,"1601856",1011,"Syria Humanitarian Response Plan 2016","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44318,2016,"26958597",1011,"Syria Humanitarian Response Plan 2016","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44063,2016,"22066733",1011,"Syria Humanitarian Response Plan 2016","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44065,2016,"1463616",1011,"Syria Humanitarian Response Plan 2016","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44001,2016,"14418000",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44005,2016,"1200000",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43717,2016,"1154808",1118,"occupied Palestinian territory 2016","Protection","1996","Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel","Custom Location","Projects covering just West Bank"
43717,2016,"1154808",1118,"occupied Palestinian territory 2016","Protection","1996","Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel","Project Priority","Top"
43717,2016,"1154808",1118,"occupied Palestinian territory 2016","Protection","1996","Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43736,2016,"702000",1118,"occupied Palestinian territory 2016","Health","4293","United Nations Population Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43736,2016,"702000",1118,"occupied Palestinian territory 2016","Health","4293","United Nations Population Fund","Project Priority","Other"
43736,2016,"702000",1118,"occupied Palestinian territory 2016","Health","4293","United Nations Population Fund","Custom Location","Projects covering both West Bank and Gaza"
43542,2016,"3338547",1118,"occupied Palestinian territory 2016","Protection","5311","United Nations Mine Action Service","Custom Location","Projects covering just Gaza"
43542,2016,"3338547",1118,"occupied Palestinian territory 2016","Protection","5311","United Nations Mine Action Service","Project Priority","Top"
43542,2016,"3338547",1118,"occupied Palestinian territory 2016","Protection","5311","United Nations Mine Action Service","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43072,2016,"400000",378,"Mali 2016","Protection - Mine Action","5311","United Nations Mine Action Service","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43072,2016,"400000",378,"Mali 2016","Protection - Mine Action","5311","United Nations Mine Action Service","Project Priority","High"
43079,2016,"1500000",378,"Mali 2016","Protection - Mine Action","5311","United Nations Mine Action Service","Project Priority","High"
43079,2016,"1500000",378,"Mali 2016","Protection - Mine Action","5311","United Nations Mine Action Service","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
46326,2016,"0",417,"Democratic Republic of the Congo 2016","Health","4398","World Health Organization","No field questions","No field answers"
43290,2016,"96692479",1097,"Niger 2016","Food Security","3049","World Food Programme","Project Priority","High"
43290,2016,"96692479",1097,"Niger 2016","Food Security","3049","World Food Programme","Custom Location","All regions"
43290,2016,"96692479",1097,"Niger 2016","Food Security","3049","World Food Programme","Gender Marker","3-Not specified"
45057,2016,"7568234",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Subset Of Plan","Somalia Refugee Response Plan"
45057,2016,"7568234",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","A - High"
45057,2016,"7568234",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Custom Location","Multi Zone"
45057,2016,"7568234",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
45062,2016,"10959124",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Response Type","Refugee"
45062,2016,"10959124",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45062,2016,"10959124",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Custom Location","Multi Zone"
45062,2016,"10959124",501,"Somalia 2016","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","A - High"
46746,2016,"0",503,"Myanmar 2016","Emergency Shelter and NFI","4397","United Nations High Commissioner for Refugees","No field questions","No field answers"
48946,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Health","2723","Qatar Red Crescent Society","No field questions","No field answers"
44013,2016,"1300000",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","5294","United Nations Development Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44002,2016,"13284000",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","5294","United Nations Development Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43123,2016,"294661",378,"Mali 2016","Education","2178","Norwegian Refugee Council","Project Priority","High"
43123,2016,"294661",378,"Mali 2016","Education","2178","Norwegian Refugee Council","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44459,2016,"420414",1014,"Pakistan Humanitarian Strategic Plan 2016","Health","3050","Johanniter Germany","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44459,2016,"420414",1014,"Pakistan Humanitarian Strategic Plan 2016","Health","3050","Johanniter Germany","Project Grouping 2","IDPs in KP/FATA"
45502,2016,"250000",462,"Ukraine 2016","Coordination and support services","2886","Agency for Technical Cooperation and Development","Gender Marker","3-Not specified"
43549,2016,"791676",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Custom Location","Projects covering just Gaza"
43549,2016,"791676",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","Other"
43549,2016,"791676",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43550,2016,"899640",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","Other"
43550,2016,"899640",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43550,2016,"899640",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Custom Location","Projects covering just West Bank"
43558,2016,"3363368",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Project Priority","Other"
43558,2016,"3363368",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43558,2016,"3363368",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43735,2016,"347274",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Project Priority","Other"
43735,2016,"347274",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43735,2016,"347274",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43557,2016,"1683612",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Project Priority","Top"
43557,2016,"1683612",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Custom Location","Projects covering just West Bank"
43557,2016,"1683612",1118,"occupied Palestinian territory 2016","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43596,2016,"547267",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Project Priority","Other"
43596,2016,"547267",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43596,2016,"547267",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43590,2016,"3189866",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Project Priority","Top"
43590,2016,"3189866",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43590,2016,"3189866",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43594,2016,"814622",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43594,2016,"814622",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Project Priority","Top"
43594,2016,"814622",1118,"occupied Palestinian territory 2016","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43582,2016,"835380",1118,"occupied Palestinian territory 2016","Health","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43582,2016,"835380",1118,"occupied Palestinian territory 2016","Health","2915","United Nations Children's Fund","Project Priority","Other"
43582,2016,"835380",1118,"occupied Palestinian territory 2016","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43580,2016,"8482320",1118,"occupied Palestinian territory 2016","Health","2915","United Nations Children's Fund","Project Priority","Other"
43580,2016,"8482320",1118,"occupied Palestinian territory 2016","Health","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43580,2016,"8482320",1118,"occupied Palestinian territory 2016","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43546,2016,"570942",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Custom Location","Projects covering both West Bank and Gaza"
43546,2016,"570942",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","Top"
43546,2016,"570942",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44841,2016,"13158990",501,"Somalia 2016","Nutrition","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44841,2016,"13158990",501,"Somalia 2016","Nutrition","2915","United Nations Children's Fund","Project Priority","A - High"
