"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
52801,2018,"3000326",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la crise urgence sanitaire","0"
52801,2018,"3000326",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Restriction",""
52801,2018,"3000326",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Estimated percentage of project requirements to be used for cash",""
52801,2018,"3000326",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Conditionality",""
52801,2018,"3000326",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Activities or outputs","R1. Les capacités des acteurs locaux, dans l’animation du développement pastoral, la gestion intégrée, concertée et durable des terres, des eaux et de la faune sont renforcées
(R1A1) Renforcement des capacités et formation des acteurs locaux
(R1A2) Mise en œuvre de la stratégie régionale de développement pastoral et d’un cadre de concertation
(R1A3) Organisation d’un forum annuel interrégional d’échange

R2.La mobilité des populations pastorales (hommes et femmes) et de leurs troupeaux est sécurisée à travers la réalisation concertée des aménagements d’hydrauliques pastoraux dans le Guéra, le balisage dans le Fitri
(R2A1) Élaboration des conventions locales de gestion des ressources naturelles
(R2A2) Mise en place des banques d’aliments bétail;
(R2A3), Construction/réhabilitation des parcs de vaccination

R4 : Les ménages pasteurs et agro-pasteurs améliorent leur accès aux services sociaux de base dans les zones de concentration.
(R4A1), Dotations des centres de santé en dispositif d’assainissement, Kits d’hygiène et les chaines de froid
(R4A2) Appui matériel (fournitures, logistique, etc.) aux écoles nomades en collaboration avec les inspections de l’éducation."
52801,2018,"3000326",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Gender Marker","0-No signs that gender issues were considered in project design"
55663,2018,"691791",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","1504","Concern Worldwide","Project Priority","High priority"
55663,2018,"691791",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","1504","Concern Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54253,2018,"2112240",5690,"Somalia Humanitarian Response Plan 2018","Food Security","4323","Oxfam Novib Netherlands","Project Grouping 1","Food Security"
54253,2018,"2112240",5690,"Somalia Humanitarian Response Plan 2018","Food Security","4323","Oxfam Novib Netherlands","Project Grouping 2","A - High"
54253,2018,"2112240",5690,"Somalia Humanitarian Response Plan 2018","Food Security","4323","Oxfam Novib Netherlands","Custom Location","North West"
54253,2018,"2112240",5690,"Somalia Humanitarian Response Plan 2018","Food Security","4323","Oxfam Novib Netherlands","Project Priority","A - High"
54253,2018,"2112240",5690,"Somalia Humanitarian Response Plan 2018","Food Security","4323","Oxfam Novib Netherlands","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56619,2018,"7000000",540,"DPR Korea Needs and Priorities 2018","Nutrition","2915","United Nations Children's Fund","Project Priority","NOT SPECIFIED"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","% of project budget for Pillar 1","30"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Pillar 3: Restoring basic functionality of essential services an","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Protection","false"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Coordination","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","How does your project address centrality of protection?","Food assistance is provided based on need, maintain confidentiality of information of the beneficiaries to ensure respect and dignity, food is distributed in safe areas, beneficiaries are provided with the right and relevant information pertaining to distribution, location and time,  beneficiary complaint/feedback mechanism is established and ensure everyone has access to it.

WFP will mainstream Gender in core operational activities such as programming and monitoring, including ensuring gender parity among cooperating partner staff, monitoring distributions and post-distribution interviews to continue integrating gender-specific lines and hotline numbers, asking gender-specific questions during the market monitoring process to improve in-country gender data, and the reviewing of projects to ensure that food assistance programmes and activities are adapted to the different needs and capacities of women, men, girls and boys."
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","migrants","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","refugees / asylum seekers","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","IDPs","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","returnees","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","non-displaced persons","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Estimated percentage of project requirements to be used for cash","10"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Restriction","Unknown"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Response Type","Sector"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","% of project budget for Pillar 2","60"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","% of project budget for Pillar 3","10"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Indicators and targets","(1)	Household Food Consumption Scores to be calculated thanks to the Post Distribution Monitoring (Target: 175,000)
(2)	 Number of people who received food assistance on a monthly basis (Target: 175,000)
The overall project target is 175,000 people segregated as 50,000 IDPs, 90,000 returnees, 10,000 refugees, 10,000 migrants and 15,000 non-displaced population.
(3)	Number of partners trained (Target: 4 partners)
"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Pillar 2: Multi-sectoral assistance for the most vulnerable peop","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Pillar 1: Rapid response for emergency and life-saving assistanc","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","How is your project coordinated?","•	MMWG: WFP is planning to reach migrants in 2018 and is therefore closely coordinating with IOM, UNHCR and the Mix Migration WG to develop a strategy to assist in the most appropriate and efficient way the vulnerable migrants in detention centers and outside of detention centers if this is feasible.
•	Qatar Red Crescent: WFP will establish a regular communication and coordinate with QRCS especially in the south where according to the plan, there will be a potential risk of duplication and overlap. WFP will share with QRCS its targeting criteria and will complement the activities of QRCS.
•	Cooperation with partners of WFP: For implementation, WFP relied entirely on national third-party cooperating partners (CPs). Investing into CP capacity and continuously improving assessment and monitoring arrangements resulted in meeting quality standards. Local Crisis Committees (LCCs) identify the most food insecure households in their communities and provide WFP’s in-country CPs with a list. CPs then vet the lists based on WFP’s targeting criteria and send them to the WFP Country Office, which checks for inconsistencies. WFP then creates a distribution plan which is shared with CPs and WFP’s Third Party Monitor (TPM). The CPs inform beneficiaries through text message or local radio of the dates and locations of distributions. Food is then taken from the CP’s stock and distributed to beneficiaries.
"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Needs","According to the Rapid Food Security Assessment conducted by WFP at the end of 2016, the protracted conflict continues to affect families’ livelihoods and their ability to meet basic needs, including food. The inability to provide for the minimum food requirements to reach or maintain a satisfactory nutritional status continues to be a widespread problem in Libya. The changing landscape of the conflict has generated further unprecedented population movements of IDPs and returnees. Some non-displaced people have also faced similar problem as a consequence of the economic stituation where cash is not available and the public distribution system is not longer functional. Migrants and refugees continue to face food and livelihood challenges.  Based on WFP/UNHCR global MOU, WFP will provide food to refugee population 5000 and above. UNHCR provided 20000 refugees defined as food insecure however, the number reached through WFP food assistance was 7000 this year. So the plan for 2018 will be 10,000. IOM has provided 20,000 migrants in detention centres, who are vulnerable and are in immediate need for food assistance. WFP will therefore target 10,000 beneficiaries based on the resource projection. Locations for the migrants will stay flexible until the discussions with IOM are done."
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Conditionality","Unknown"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Health","false"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Education","false"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","WASH","false"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Please describe the multi-sectoral nature of your project","WFP actively participates in the Libya United Nations Country Team (UNCT) and Humanitarian Country Team (HCT) meetings, which are the main forums to discuss interagency contingency and response plans and are led by the Resident/Humanitarian Coordinator.  Other members include the United Nations Support Mission for Libya (UNSMIL), United Nations Department of Safety and Security and the International Organization for Migration.  Inside Libya, WFP works with four cooperating partners covering all the regions. It also works with two Third Party Monitoring teams. OCHA spearheads the coordination of the humanitarian activities."
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Is any part of this project cash based intervention?","true"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Food Security","false"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Shelter and NFIs","false"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Priority (assigned during approval)","Top"
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","How is your project accountable to the affected population?","WFP focuses on three components: (1) Access to information provision through posters, flyers and all the food parcels are clearly marked. The materials information about the assistance. Cooperating partners must provide the affected population all information related to targeting criteria, sources of the assistance, distribution dates, locations and where to complain (2) Onsite monitoring and post distribution monitoring are regularly conducted to provide avenues for consultation with the beneficiaries to enable them express their views about the assistance in particular and other cross-cutting issues relating to gender and protection. (3) Beneficiary complaints/feedback mechanisim, hotline numbers are provided to the affected people to enable them express their views  about the assistance and the surrounding challenges. In addition call centers are established to randomly follow up the beneficiaries."
52325,2018,"21500000",5683,"Libya Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Activities or outputs","1-	Provide monthly food assistance (food baskets) to the most vulnerable people within the first three months on the onset of the incident under pillar 1.
2-	Provide monthly food assistance to the most vulnerable people under pillar 2 (modality to be flexible).
3-	Undertake market assessment to consider CBT as another intervention modality for pillar 2.
4-	Provide relevant training to the cooperating partners to enhance the operational capacity in different areas like finance, reporting, gender, protection, needs assessments…

For the time being, for its M&E activities, WFP relies exclusively on a Third Party Monitoring company that carries out onsite, warehouse, and post-distribution monitoring, including face-to-face interviews with beneficiaries and operates a telephone hotline. WFP systematically goes through a learning cycle to improve the process. After reviewing the monitoring and reporting received each month (or after each distribution cycle), WFP recommends corrective actions to be taken by the partners as related to the eight specified areas of improvement (distribution site, timeliness, distribution process, procedures, protection, security, visibility and communications).

WFP will collaborate with IOM to target the migrants in the intended detention centers and where appropriate, WFP will provide in-kind food assistance based on the prevailing food basket. Monitoring will be undertaken by IOM who has access to the detention centers. While detention centers is given the priority, WFP in collaboration with IOM and other agencies plan to conduct the food security needs of the rest of the migrants."
54554,2018,"8500000",5690,"Somalia Humanitarian Response Plan 2018","Logistics","2297","United Nations Humanitarian Air Service","Project Grouping 1","Logistics"
54554,2018,"8500000",5690,"Somalia Humanitarian Response Plan 2018","Logistics","2297","United Nations Humanitarian Air Service","Project Grouping 2","A - High"
54554,2018,"8500000",5690,"Somalia Humanitarian Response Plan 2018","Logistics","2297","United Nations Humanitarian Air Service","Custom Location","Multi Zone"
54554,2018,"8500000",5690,"Somalia Humanitarian Response Plan 2018","Logistics","2297","United Nations Humanitarian Air Service","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
54554,2018,"8500000",5690,"Somalia Humanitarian Response Plan 2018","Logistics","2297","United Nations Humanitarian Air Service","Project Priority","A - High"
54095,2018,"66296690",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Project Grouping 1","Food Security"
54095,2018,"66296690",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Project Priority","High"
54095,2018,"66296690",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Custom Location","NOT SPECIFIED"
54095,2018,"66296690",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Project Grouping 2","High"
54095,2018,"66296690",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
52910,2018,"1662400",1121,"Ukraine Humanitarian Response Plan 2018","Protection","3","Office of the High Commissioner for Human Rights","Project Priority","Critical"
52910,2018,"1662400",1121,"Ukraine Humanitarian Response Plan 2018","Protection","3","Office of the High Commissioner for Human Rights","Custom Location","GCAs and NGCAs"
56080,2018,"52834983",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Egypt"
56080,2018,"52834983",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","4397","United Nations High Commissioner for Refugees","Project Priority","NOT SPECIFIED"
56080,2018,"52834983",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","3-Not specified"
54918,2018,"968187",1128,"Syria Humanitarian Response Plan 2018","Protection","3293","Dorcas Aid International","Project Grouping 1","Protection"
54918,2018,"968187",1128,"Syria Humanitarian Response Plan 2018","Protection","3293","Dorcas Aid International","Subset Of Plan","X"
54918,2018,"968187",1128,"Syria Humanitarian Response Plan 2018","Protection","3293","Dorcas Aid International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53085,2018,"4500000",5692,"South Sudan Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Project Priority","Not Applicable"
53085,2018,"4500000",5692,"South Sudan Humanitarian Response Plan 2018","Water Sanitation Hygiene","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56193,2018,"1500000",5682,"Iraq Humanitarian Response Plan 2018","Health","8242","Première Urgence Internationale","Project Priority","High"
56193,2018,"1500000",5682,"Iraq Humanitarian Response Plan 2018","Health","8242","Première Urgence Internationale","Subset Of Plan","f. Project mainly targets new or second-time IDPs, mainly providing full line response of Cluster"
56193,2018,"1500000",5682,"Iraq Humanitarian Response Plan 2018","Health","8242","Première Urgence Internationale","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54012,2018,"2075206",5564,"Mali Plan de Réponse Humanitaire 2018","Health","4398","World Health Organization","Custom Location","NOT SPECIFIED"
54012,2018,"2075206",5564,"Mali Plan de Réponse Humanitaire 2018","Health","4398","World Health Organization","Project Grouping 1","Health"
54012,2018,"2075206",5564,"Mali Plan de Réponse Humanitaire 2018","Health","4398","World Health Organization","Project Priority","High"
54012,2018,"2075206",5564,"Mali Plan de Réponse Humanitaire 2018","Health","4398","World Health Organization","Project Grouping 2","High"
54012,2018,"2075206",5564,"Mali Plan de Réponse Humanitaire 2018","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53217,2018,"3807200",5692,"South Sudan Humanitarian Response Plan 2018","Food Security","4389","Deutsche Welthungerhilfe e.V. (German Agro Action)","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
56068,2018,"10462200",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","2993","United Nations Educational, Scientific and Cultural Organization","Custom Location","Lebanon"
56068,2018,"10462200",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","2993","United Nations Educational, Scientific and Cultural Organization","Project Priority","NOT SPECIFIED"
56068,2018,"10462200",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","2993","United Nations Educational, Scientific and Cultural Organization","Gender Marker","3-Not specified"
56544,2018,"3346042",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Coordination and support services","3049","World Food Programme","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
56544,2018,"3346042",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Coordination and support services","3049","World Food Programme","Response Type","Refugee"
56544,2018,"3346042",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Coordination and support services","3049","World Food Programme","Project Priority","NOT SPECIFIED"
56611,2018,"1200000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Emergency Telecommunications","3049","World Food Programme","Response Type","Refugee"
56611,2018,"1200000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Emergency Telecommunications","3049","World Food Programme","Project Priority","NOT SPECIFIED"
56611,2018,"1200000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Emergency Telecommunications","3049","World Food Programme","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
56551,2018,"25000000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Nutrition","3049","World Food Programme","Response Type","Refugee"
56551,2018,"25000000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Nutrition","3049","World Food Programme","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
56551,2018,"25000000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Nutrition","3049","World Food Programme","Project Priority","NOT SPECIFIED"
56610,2018,"3100000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Camp Coordination / Management","3049","World Food Programme","Response Type","Refugee"
56610,2018,"3100000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Camp Coordination / Management","3049","World Food Programme","Project Priority","NOT SPECIFIED"
56610,2018,"3100000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Camp Coordination / Management","3049","World Food Programme","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Conditionality","Unconditional"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Restriction","Unrestricted"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Estimated percentage of project requirements to be used for cash","40"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Response Type","Cluster"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Is any part of this project cash based intervention?","true"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Needs","De juin 2016 à nos jours (Phase 1 et phase 2), Oxfam est présent dans la Région du Lac Tchad ; depuis lors, les actions menées par les équipes sur place ont permis de réaliser une évaluation approfondie des besoins des populations associées aux partenaires œuvrant dans les départements de Kaye et Fouli.  Il s’agit entre autres de :
•	Cartographie des points d’eau, Février 2017 ;
•	Enquête end -line et CAP dans les sites d’intervention Oxfam - Mars 2017 ;
•	Rapport de l’analyse de protection sur les sites de déplacés de la cuvette Nord du Lac Tchad réalisé par Oxfam – Mars2017 ;
•	Rapport de capitalisation sur la première phase de la réponse Mars 2017 ;
•	Rapport de mission d’évaluation de CCCM mai 2017 dans la zone kaiga Kindjaria.
•	Rapport d’évaluation multisectorielle à Kangalom en juin 2017
•	Monitoring régulier sur le terrain ;
•	Informations sécuritaires diffusées au niveau de la coordination (OCHA) ;
•	Monitoring mensuel des cas de protection réalisés par les équipes terrain
•	Rapport d’analyse de protection juillet 2017
•	Rapport de suivi épidémiologique des districts sanitaires de Bagasola et de Liwa
•	Rapport analyse genre, Oxfam aout 2017
L’analyse de ces différents rapports permet d’avoir un aperçu précis des besoins à couvrir dans les zones d’interventions pour l’année 2017. 
A cete effet, dans le domaine de la sécurité alimentaire et des moyens d'existence, Depuis l’éclatement de la crise liée à Boko Haram dans la région du Lac Tchad, Oxfam a pris une part active dans la réponse aux besoins des populations vulnérables. La satisfaction des besoins alimentaire et la protection des moyens d’existence a été un des axes majeurs de la stratégie d’intervention d’Oxfam dans la zone. Ainsi, depuis juin 2016 marquant le début de la réponse, d’importantes actions visant à répondre aux besoins en sécurité alimentaires et en protection des moyens d’existence des ménages vulnérables ont été menées. Il s’agit notamment de la distribution de cash inconditionnel pendant le pic de la période de soudure (juillet à octobre 2016) pour plus de 7000 ménages hôtes très pauvres (TP) et des  ménages déplacés internes (IDPs), la distribution d’intrants et outils agricoles pour la campagne maraîchère (octobre – décembre 2016) et la formation des producteurs (hôtes et déplacés) ayant accès aux terres de cultures, la facilitation de tables rondes de concertation sur l´accès à la terre pour les retournés et déplacés à Liwa, l’aménagement et la mise en valeur d’un site maraîcher à Loudjia irrigué par l’utilisation de la technologie photovoltaïque,etc. La deuxième phase de la réponse entamée depuis le mois de mai 2017, conçue sur la base des enseignements tirés de la première, a d’ores et déjà permis de soutenir les ménages vulnérables á travers la distribution du cash inconditionnel qui a touché 8 660 ménages déplacés et hôtes très vulnérables, soient environ 43 300 personnes composées de IDPs (77%) et des populations hôtes très vulnérables (23%). Parallèlement à cette distribution de cash réalisée pendant la période de soudure (juin-septembre 2017), l’intervention a mis aussi l’accent sur des activités qui contribuent á relancer les moyens d’existence des ménages. Il s’agit notamment de la distribution des intrants et matériels agricoles, les activités génératrices de revenus des femmes, la distribution des petits ruminants, la mise en place d’infrastructures productives (périmètres maraîchers), la prise en charge de la malnutrition par la distribution de supplément alimentaire (Blanket feeding), la mise en place d’un système de monitoring de la situation alimentaire au niveau des zones cibles. Toutes ces actions permettent actuellement d’observer des avancées significatives dans la couverture des besoins alimentaires des ménages et leur stabilisation dans les villages et sites d’accueil. 
"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Lake Chad Basin","true"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la réponse aux besoins dans le Sud?","0"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Veuillez sélectionner l’analyse qui se rapporte le mieux à votre","0 - Ce projet n’intègre pas suffisamment la protection transversale."
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la réponse à la crise des réfugiés soudanais à","0"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la réponse aux besoins dans le reste du pays?","100"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la crise sécurité alimentaire et malnutrition","70"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la crise urgence sanitaire","0"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à la crise mouvement de population","30"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à l’OS 1 : Sauver des vies","50"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à l’OS 2 : Renforcer la résilience","30"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","% qui contribue à l’OS 3 : Protection des personnes affectées","20"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Activities or outputs","R1 : la sécurité alimentaire des ménages très vulnérables (IDPs et Hòtes) est assurée et leurs moyens d’existence sont réhabilités
Activité 1R 1. Distribuer de cash inconditionnel aux ménages IDPs et hôtes très vulnérables pendant la soudure 2018 (juin à septembre)
Activité 2R1. Appuyer à la mise en place et au fonctionnement d’un système d’information sur la sécurité alimentaire et nutritionnelle et les autres éléments d’alerte (acquisition du matériel de suivi tels les pluviomètres, les balances, les MUAC, les toises, formation et équipement des agents de suivi de la vulnérabilité, etc)
Activité 3R1 Poursuivre la promotion des pratiques alimentaires et nutritionnelles adaptées et durables au niveau communautaire
Activité 4R1. Soutenir les ménages à produire en saison de pluie et en contre saison (cultures de décrue, maraichage)
Activité 5R1.  Soutenir la reconstitution du cheptel
Activité 6R1. Appuyer á la mise en place des initiatives communautaires de préparation et de réponse aux crises et catastrophes (système d’alerte précoce communautaire, stocks de proximité,) 
Activité 7R1. Créer des opportunités économiques pour les femmes et les jeunes  
Activité 8R1. Appuyer le développement des initiatives communautaires de préservation de l’environnement et créatrice de revenu pour les jeunes et les femmes
Activité 9R1. Appuyer à la vulgarisation de la loi 17 sur l’environnement 
Activité 10R1 Appuyer et encadrer à l’auto promotion des communautés (structuration en groupement, formation à la vie associative,)"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Indicators and targets","Indicateurs des resultats
R1.I1: % des ménages bénéficiaires ayant un score de consommation acceptable pendant la soudure 2018
R1.I2: % des ménages bénéficiaires ayant un index de stratégies néfastes réduit à la fin du projet
R1.I3: % des ménages bénéficiaires affirmant avoir reconstitué partiellement leurs moyens d’existence
R1.I4: % des ménages bénéficiaires qui affirment avoir connu une augmentation de leur revenu par rapport á 2016
Indicateurs d'activités : 
Output 1 :  4300 ménages IDPs et hôtes très vulnérables ont accès à une alimentation adéquate
Output 2. Un système d’information fonctionnel sur le suivi de la vulnérabilisé est en place
Output 6 : 20 tonnes de semences pluviales (mil, niébé, gombo, arachide) , 3 tonnes de semences maraichères (oignon, Choux, Tomate, Niébé, courge, pastèques, etc.) et 100 houes, sont fournies à 1000 ménages producteurs
Output7 : 500 producteurs formés sur les itinéraires techniques de production y compris la défense des cultures
Output 8 : 1500 ménages bénéficient d’un noyau reproducteur de petits ruminants (chèvres et moutons)
Output 9 : 10 stocks de proximité sont constitués avec 10 comités de gestion sont en place et sont fonctionnels
Output10 : 600 emplois temporaires sont créés aux jeunes et aux femmes grâce à la réhabilitation de 200 ha de terres dégradées
Output 11 : 62 000 plants forestiers á valeur économique plantés dans les espaces récupérés
Output12 : des séances de sensibilisation des populations sur l’exploitation des ressources naturelles et la préservation de l’environnement sont tenues
Output 13 : un groupement de femmes mis en place au niveau de chaque villages/sites d’intervention et les membres formés sur la vie associative.
"
52637,2018,"2496000",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3912","Oxfam Intermón Spain","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
54851,2018,"5041974",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1504","Concern Worldwide","Project Grouping 1","WASH"
54851,2018,"5041974",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1504","Concern Worldwide","Project Grouping 2","NOT SPECIFIED"
54851,2018,"5041974",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1504","Concern Worldwide","Project Priority","NOT SPECIFIED"
