id,text,predicted_class,predicted_confidence
239399,"Agriculture; Economic Recovery and Market Systems (ERMS); Food Assistance–Cash Transfers, Local, Regional, and International Procurement; Health; Humanitarian Coordination, Information Management, and Assessments (HCIMA); MPCA; Protection; Shelter and Settlements; WASH. (USAID/BHA)",Partial,0.02272461
239450,Pilot cash-based assistance to vulnerable camps populations in Idleb governorate,Full,0.9881408
226198,Cash assistance for averting famine and strengthening emergency livelihoods,Full,0.9907516
239573,Provision of cash assistance to Palestine refugee/non refugee families to cover their basic food needs and restore their capacities,Full,0.990659
239576,"Supporting WASH services to ensure continuity of health care during pandemics and emergencies, as well as the repair of community WaSH infrastructure damaged during the conflict, while strengthening the impact of the Cash Working Group in the Gaza Strip (part of ECHO/PSE/BUD/2021/91002)",Partial,0.15626374
239579,Provision of one-off multi-sectoral unrestricted cash,Full,0.9904896
239623,"The intervention will provide emergency shelter assistance to vulnerable returnees and Internally Displaced Persons (IDPs), 75 households - 500 persons approximately, residing in sub-standard and damaged shelters in Tawergha. A conditional cash grant modality will be undertaken to facilitate shelter upgrades and repairs with the overall goal of reducing protection and health-related vulnerabilities and improving living conditions in a dignified manner.",Full,0.6265381
239628,"This project aims to protect internally displaced families by improving their access to basic needs and services and to support them during the ongoing emergency. NRC will directly target 797 families who are internally displaced, with particular focus on persons living with host families in urban settings. The project will provide one-time cash transfer to meet immediate needs of most vulnerable households affected  by the violence due to siege.",Full,0.71927524
226355,Life-saving cash-based assistance in IPC Phase 4 urban and peri-urban areas to enhance food security and help prevent famine,Full,0.9593589
194718,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activities",Partial,0.06296546
239820,"Food security and winterization emergency cash assistance for enhanced social protection among internally displaced persons, returnees and extremely vulnerable host community members in the provinces of Herat, Ghor and Kandahar (2021 portion)",Partial,0.10475506
239821,"Food security and winterization emergency cash assistance for enhanced social protection among internally displaced persons, returnees and extremely vulnerable host community members in the provinces of Herat, Ghor and Kandahar (2021 portion)",Partial,0.10475506
239861,"Haiti/Earthquake-2021: Water, Sanitation and Hygiene, Multipurpose Cash Assistance, Economic Recovery and Market Systems  (USAID/BHA)",Partial,0.030704288
226407,Cash assistance in response to rising food insecurity,Full,0.99164635
226434,Multipurpose Cash Assistance to vulnerable Venezuelan and Colombian households,Full,0.9929137
239947,Social Protection and Cash Transfers  Niger 2021,Partial,0.09440952
239979,Addressing emergency needs through multipurpose CASH programme for food security and livelihood support for the flood affected host communities in Cox’s Bazar,Full,0.9432782
239980,"Lifesaving WASH and unconditional multipurpose cash response for people affected by drought in Oromia, Ethiopia",Partial,0.239055
240025,Cash assistance for the earthquake emergency response.,Full,0.9932307
246464,"""""""""Vulnerable out of camp IDPs and returnees in unserved locations of Ninewa, Salah al Din and Diyala have access to cash assistance and referral services to reduce reliance on negative coping mechanisms",Full,0.7648399
246736,Multi Purpose Cash,Full,0.9928383
229001,Cash Working Group National (CWGn) Co-Coordinator,Full,0.99034715
259171,"Afghanistan Humanitarian Response Plan 2022
Assistance to persons with specific needs and vulnerable persons in Afghanistan with cash, in-kind assistance and referrals to other service providers and provision of Mental Health and Psychosocial Support (MHPSS)
	Strengthen community-based protection monitoring to reduce community vulnerabilities in Afghanistan",Partial,0.070459
259215,Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection,Partial,0.129585
245266,"Sudan/CE: Health, Agriculture and Food Security, Water, Sanitation and Hygiene, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Nutrition (USAID/BHA)",Partial,0.028640648
259217,Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection,Partial,0.129585
259220,"The funding will provide life-saving relief food assistance through cash-based transfers (CBT) to 90,000 drought-affected newly displaced individuals in Banadir Region (Mogadishu) and Bay Region (Baidoa).",Full,0.8221018
259224,Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection,Partial,0.129585
259226,Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection,Partial,0.129585
259228,Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection,Partial,0.129585
259230,Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection,Partial,0.129585
259235,Common Services; Education; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH,Partial,0.023259895
259252,Common Services; Education; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH,Partial,0.023259895
259261,Common Services; Education; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH,Partial,0.023259895
259264,Common Services; Education; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH,Partial,0.023259895
259323,Core Funding Support to the Cash Learning Partnership (CaLP) (QZA-21/0227),Full,0.9902714
259368,Emergency cash support for shelters to vulnerable population groups in Kabul,Full,0.99195415
259372,Strengthening community resilience via HLP data collection and cash for priority community investments in Maydan Wardak province,Partial,0.4740051
259381,Life-saving emergency food assistance through cash For IPC 3 or 4 food-insecure vulnerable people in District Lal wa Sarjangal of Ghor Province.,Full,0.9678094
259394,Life-Saving Cash for Food to vulnerable Households at IPC 4 level Mugur and Qadis Districts in Badghis province - Western Afghanistan,Full,0.9838193
259434,Cash for food assistance for food insecure households in Nangarhar province (Khogyani & Sherzad districts),Full,0.9861022
259446,Provision of Cash for Food Assistance to Vulnerable Households in Balkh Province,Full,0.98970187
259489,"Outside of Plan
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter
Sustainable Resettlement and Complimentary Pathways Initiative",Partial,0.05475255
259503,"Life-saving food assistance and Integrated nutrition interventions to conflict affected populations in Myanmar[MR1]Life-saving food assistance, integrated nutrition interventions and social protection to crisis affected populations in  Myanmar [MR1\]",Partial,0.014184362
259532,Gaza Child Cash Grants towards strengthening the Shock Responsiveness of the National Social Protection system (NCTP),Full,0.98693466
259616,"German Committee for UNICEF
Ukraine
(Social protection)",Full,0.9460507
259632,"Ukraine
Social Protection",Full,0.83971244
259633,"Ukraine
Social Protection",Full,0.83971244
259634,"Ukraine
Social Protection",Full,0.83971244
245384,Life-saving humanitarian assistance for refugees and vulnerable Jordanians in Jordan through community health and cash for health assistance,Partial,0.38024518
259664,Multipurpose Cash Assistance (MPCA),Full,0.9893618
259665,Multipurpose Cash Assistance (MPCA),Full,0.9893618
259839,"Emergency shelter and cash for NFI response for 2000HH at Goro Baqaqsa, Somali region",Partial,0.23454626
259889,"Ukraine RRP
Moldova
Social Protection",Full,0.9372358
259914,"Ukraine RRP
Slovakia
Social Protection",Full,0.906231
259926,"Ukraine Crisis
Regional Coordination
Social Protection
(BPRM)",Full,0.9141969
259929,"Ukraine Crisis Regional Coordination
Social Protection
(BPRM)",Full,0.9141969
259944,"Ukraine RRP
Moldova
Social Protection",Full,0.9372358
260054,"Flexible funding towards the RRP for Poland
--- Social Protection",Full,0.99070346
260061,"Flexible funding towards the RRP for Romania
--- Social Protection",Full,0.99004185
260069,"Flexible funding towards the RRP for other countries and regional coordination (Italy, Czech Republic, Bulgaria, Croatia, Belarus and RO)
--- Social Protection",Full,0.98122805
260251,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260252,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260253,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260254,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260255,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260256,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260257,"Food Assistance,Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition (USAID / BHA)",Partial,0.014490467
260358,"Health,Water, Sanitation and Hygiene,Protection,Multipurpose Cash Assistance,Nutrition (BHA/USAID)",Partial,0.015059467
260359,"[Multipurpose Cash Assistance]  563,825 	 
(BHA/USAID)",Full,0.90640676
260360,"Health,Water, Sanitation and Hygiene,Protection,Multipurpose Cash Assistance,Nutrition (BHA/USAID)",Partial,0.015059467
260361,"Health,Water, Sanitation and Hygiene,Protection,Multipurpose Cash Assistance,Nutrition (BHA/USAID)",Partial,0.015059467
260362,"Health,Water, Sanitation and Hygiene,Protection,Multipurpose Cash Assistance,Nutrition (BHA/USAID)",Partial,0.015059467
260464,"cash assistance to address life-saving shelter needs of the most vulnerable households and to support them in generating income, in the Middle Area, Khan Younis and Rafah governorates",Full,0.98928165
260477,"Emergency Response Fund 2022 - Cash assistance to displaced people in Upper Nile, South Sudan.",Full,0.9838907
260491,"Afghanistan Humanitarian Response Plan 2022
Refugee Response	Emergency Shelter and NFI
Assistance to persons with specific needs and vulnerable persons in Afghanistan with cash, in-kind assistance and referrals to other service providers and provision of Mental Health and Psychosocial Support (MHPSS)",Partial,0.04413782
260493,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI
Assistance to persons with specific needs and vulnerable persons in Afghanistan with cash, in-kind assistance and referrals to other service providers and provision of Mental Health and Psychosocial Support (MHPSS)",Partial,0.053448763
260495,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI
Assistance to persons with specific needs and vulnerable persons in Afghanistan with cash, in-kind assistance and referrals to other service providers and provision of Mental Health and Psychosocial Support (MHPSS)",Partial,0.053448763
260497,"Afghanistan Humanitarian Response Plan 2022
Refugee Response	Emergency Shelter and NFI
Assistance to persons with specific needs and vulnerable persons in Afghanistan with cash, in-kind assistance and referrals to other service providers and provision of Mental Health and Psychosocial Support (MHPSS)",Partial,0.04413782
260499,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH",Partial,0.059224036
260500,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
CRISP - Sustainable Resettlement and Complimentary Pathways Initiative",Partial,0.053586002
260507,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from February 2022",Partial,0.06936172
260509,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from April 2022",Partial,0.07201314
260511,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from June 2022",Partial,0.07053461
260513,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from January 2022",Partial,0.07094395
260515,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from January 2022",Partial,0.07094395
260517,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from March 2022",Partial,0.07305537
260519,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from May 2022",Partial,0.074503615
260521,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from July 2022",Partial,0.07411032
260525,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Total private sector contributions from August 2022",Partial,0.07380173
260533,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
Economic Empowerment of Refugee and Migrant Women in Brazil",Partial,0.04514138
260535,"Outside of RMRP
Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
EU support to multi annual development action on forced displacement",Partial,0.057725333
260803,"Pakistan 	UN Floods Response Plan	WASH, shelter, health, multi-purpose cash, Risk Communication and Community Engagement",Partial,0.03582178
260871,"Improving access to health, nutrition, WASH, education, child protection and cash benefits for vulnerable children and their families in Somalia (program-based project funding), The Covid share is recorded separately AA-S09-321.50 SOM 01/20-COV",Partial,0.12421109
260924,"Lebanon Crisis Response Plan (LCRP).
NRC (Norwegian Refugee Council)	LB-21-001	12/8/2021	Solidarités International	Lebanon	Lebanon Crisis Response Plan (LCRP)		IM	Third party CASH moniroting	Financial		Partially paid	50,086	EUR	50,697	2020; 2021;2022	7,155	28,621	14,310	8/19/2022		""""""""Rim Osman
gp.coo@solidarites-liban.org""""""""
NRC (Norwegian Refugee Council)	TF-MADAD/2021/T04.277	7/6/2021	Solidarités International	Lebanon	Lebanon Crisis Response Plan (LCRP)		IM	Third party CASH moniroting	Financial		Partially paid	87,650	EUR	88,719	2020; 2021;2022	12,521	50,086	25,043	8/19/2022		""""""""Rim Osman
gp.coo@solidarites-liban.org""""""""",Full,0.6664424
260954,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition",Partial,0.01581551
260955,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition",Partial,0.01581551
260957,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition",Partial,0.01581551
260958,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition",Partial,0.01581551
260959,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Nutrition",Partial,0.01581551
260980,Cash Monitoring Evaluation Accountability and learning network (Camealeaon)	Monitoring of cash assistance as humanitarian aid through WFP and UNHCR. The project seek to improve the process and give advice trough evaluations and studies. Finding from the project can be used in other similar country settings,Full,0.9001679
246075,"Additional: Cash based emergency food assistance & SGBV Response in East and Rumbek North Counties Lakes State. Multiyear 2021/2022. 2022 total amount CHF 45,000
(7F-10525.01)",Full,0.9149436
261072,"Outside of RMRP
Common Services; Education; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH",Partial,0.035218105
261074,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH",Partial,0.054798122
261088,"Venezuela RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection",Partial,0.21303675
261089,"Outside of RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection",Partial,0.12849702
261114,"Outside of RMRP
--- Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter
(BPRM)",Partial,0.28217137
261115,"Outside of RMRP
--- Common Services; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter
(BPRM)",Partial,0.28217137
261143,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261144,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261145,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261146,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261147,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261148,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261149,"Outside of RMRP
--- Education; Food Security; Health; Integration; Multipurpose Cash Assistance (MPC); Protection; Shelter; WASH
--- (BPRM)",Partial,0.04973129
261156,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",Partial,0.07242308
261157,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",Partial,0.07242308
261158,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",Partial,0.07242308
261159,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",Partial,0.07242308
261160,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",Partial,0.07242308
261171,Emergency Cash-for-Work,Full,0.9916944
261174,Emergency Cash-for-Work,Full,0.9916944
261179,Emergency Cash-for-Work,Full,0.9916944
261234,"Outside of the RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection
(BPRM)",Partial,0.13064897
261235,"Outside of the RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection
(BPRM)",Partial,0.13064897
261238,"Outside of RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection
(BPRM)",Partial,0.12937063
261239,"Outside of RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection
(BPRM)",Partial,0.12937063
261242,"Outside of RMRP
--- Common Services; Education; Integration; Multipurpose Cash Assistance (MPC); Protection
(BPRM)",Partial,0.12937063
261292,"Syria/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Humanitarian Coordination and Info Management	(USAID/BHA)",Partial,0.025100254
261293,"Syria/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Humanitarian Coordination and Info Management	(USAID/BHA)",Partial,0.025100254
261294,"Syria/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Humanitarian Coordination and Info Management	(USAID/BHA)",Partial,0.025100254
261295,"Syria/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Humanitarian Coordination and Info Management	(USAID/BHA)",Partial,0.025100254
261296,"Syria/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Humanitarian Coordination and Info Management	(USAID/BHA)",Partial,0.025100254
261297,"Syria/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Humanitarian Coordination and Info Management	(USAID/BHA)",Partial,0.025100254
261298,"Food Assistance,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management",Partial,0.019061578
261304,"Food Assistance,Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Nutrition",Partial,0.012859655
261309,"Food Assistance,Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Nutrition",Partial,0.012859655
261310,"Food Assistance,Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Nutrition",Partial,0.012859655
261363,"his project will provide GBV protection services for the most critically vulnerable Lebanese, refugee and migrant populations women, and girls, including persons with disabilities and older persons, living in Baabda, and El Metn districts. 
It will address GBV needs through provision of GBV risk mitigation and prevention services including case management, protection cash, PSS, life skills trainings, in addition to legal services. 
GBV survivors will receive based on individual assessment protection cash assistance and dignity kits.",Partial,0.30014858
261400,"This 7 months project aims to rehabilitate and repair shelters to meet shelter minimum standards and assist vulnerable households exposed to weather extremes and protection concerns in the Gaza strip. This will be done with the support of Unlimited Friend’s Association for Social Development (UFA) and 3 Community-based Protection Committees (CBPCs), through implementing a cash-based winterization/summerization assistance and shelter rehabilitation for most affected households. This response will be combined with the distribution of urgent NFIs based on HHs’ needs. More specifically, the proposed intervention aims to support 100 vulnerable households living in damaged and/or substandard shelters with an average of $2800 and 38 vulnerable households exposed to weather extremes and protection concerns with an average $915– especially those affected by the May-2021 escalations.",Partial,0.35372347
261401,"Through this 6-month project ACTED and implementing partner, Unlimited Friends for Social Development, aim to support the most vulnerable households (HH) in the Middle Area, Khan Younis and Rafah governorates, which were heavily impacted by the harsh weather since December 2021, through the provision of cash to respond to urgent shelter repairs, as well as strengthen community-based preparedness and emergency response. The project will provide more sustainable solutions to mitigate the further risk of exposure to extreme weather conditions, including for instance the repair of damaged roofs, fixing windows and doors, or the repair of cracked walls.",Partial,0.38909444
261434,"Water, Sanitation and Hygiene,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589046
261435,"Water, Sanitation and Hygiene,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589046
261436,"Water, Sanitation and Hygiene,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589046
261437,"Water, Sanitation and Hygiene,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589046
261439,"Water, Sanitation and Hygiene,Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589046
261453,"Protection,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.021683525
261461,"Multipurpose Cash Assistance (MPCA); Nutrition; Protection; WASH Amhara, Benishangul Gumuz, Oromiya, Somali  (USAID/BHA)",Partial,0.27597767
261462,"Multipurpose Cash Assistance (MPCA); Nutrition; Protection; WASH Amhara, Benishangul Gumuz, Oromiya, Somali  (USAID/BHA)",Partial,0.27597767
261463,"Multipurpose Cash Assistance (MPCA); Nutrition; Protection; WASH Amhara, Benishangul Gumuz, Oromiya, Somali  (USAID/BHA)",Partial,0.27597767
261531,"Afghanistan/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Multipurpose Cash Assistance (USAID/BHA)",Partial,0.03461911
261533,"Afghanistan/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Multipurpose Cash Assistance (USAID/BHA)",Partial,0.03461911
261534,"Afghanistan/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Multipurpose Cash Assistance (USAID/BHA)",Partial,0.03461911
261535,"Afghanistan/CE: Health, Water, Sanitation and Hygiene, Shelter and Settlements, Protection, Multipurpose Cash Assistance (USAID/BHA)",Partial,0.03461911
261560,"Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.029235218
261564,"Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.029235218
261585,"Agriculture and Food Security,Water, Sanitation and Hygiene,Multipurpose Cash Assistance  (USAID/BHA)",Partial,0.012850506
261587,"Agriculture and Food Security,Water, Sanitation and Hygiene,Multipurpose Cash Assistance  (USAID/BHA)",Partial,0.012850506
261598,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Multipurpose Cash Assistanc	  (USAID/BHA)",Partial,0.01793043
261600,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Multipurpose Cash Assistanc	  (USAID/BHA)",Partial,0.01793043
261601,"Democratic Republic of the Congo	CSP		Food; logistics	Famine Response 2022

Canada 	10044771	 No 	 P012091 	 CAN-C-00632-04 	 CD02.01.011.URT1 	26/10/2022	 Cash 	 No 	 4,891,304",Full,0.7988888
261602,"Humanitarian Coordination, Info Management & Assessments,Food Assistance,Water, Sanitation and Hygiene,Shelter and Settlements,Multipurpose Cash Assistanc	  (USAID/BHA)",Partial,0.01793043
261605,"Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management	  (USAID/BHA)",Partial,0.014056237
261607,"Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management	  (USAID/BHA)",Partial,0.014056237
261611,"Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management	  (USAID/BHA)",Partial,0.014056237
261612,"Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management	  (USAID/BHA)",Partial,0.014056237
261613,"Health,Water, Sanitation and Hygiene,Shelter and Settlements,Protection,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management	  (USAID/BHA)",Partial,0.014056237
261629,"Agriculture and Food Security,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.014096905
261633,"Agriculture and Food Security,Water, Sanitation and Hygiene,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.014096905
246221,Humanitarian response to complex emergency in areas/sectors: 1) Pre-hospital and emergency medical services (EMS); 2) Blood Transfusion Services; and 3) Mulit-Purpose Cash Support,Partial,0.24238473
261683,"Agriculture and Food Security,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589061
261685,"Agriculture and Food Security,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589061
261686,"Agriculture and Food Security,Shelter and Settlements,Economic Recovery and Market Systems,Multipurpose Cash Assistance",Partial,0.015589061
261877,"Early Action Emergency Drought Cash Response in Turkana County, Kenya",Full,0.98046345
261906,"UN COUNTRY BASED POOLED FUNDS 	70002182	 No 	 MPTF ID 00133054 	 001-C-02638-01 	 AF01.08.061.CPA2 	16/08/2022	 Cash 	 No 	 1,334,190",Full,0.91313064
261908,"Australia 	 10044450 	 No 	 SA 76818 	 AUL-C-00316-08 	 AF01 	29/04/2021	 Cash 	 Yes 	 6,088,280",Full,0.9170693
261916,"Private Donors 	10044399	 No 	 WFP USA GTF FOR Q3 	 WPD-C-06154-01 	 AF01 	28/07/2022	 Cash 	 No 	 9,000",Full,0.95838577
261918,"USA 	10044336	 No 	 720BHA21IO00109 	 USA-C-01977-06 	 AF01.01.011.URT1 	07/04/2022	 Cash 	 No 	 457,493",Full,0.8928254
261920,"Private Donors 	10043527	 No 	 ALLOCATION FILE 	 WPD-C-05974-13 	 AF01.01 	01/01/2022	 Cash 	 No 	 323,735 
 Private Donors 	10043623	 No 	 IG TRACKER 	 WPD-C-05973-06 	 AF01 	01/01/2022	 Cash 	 No 	 868,556 
 Private Donors 	10043566	 No 	 IG TRACKER 	 WPD-C-05978-07 	 AF01 	31/01/2022	 Cash 	 No 	 5,259,883 
 Private Donors 	10043822	 No 	 GRANT LETTER APRIL 14 	 WPD-C-06086-02 	 AF01 	14/04/2022	 Cash 	 No 	 81,762",Full,0.72422695
261926,"Private Donors 	10044500	 No 	 SF & AGREEMENT/01.09.22 	 WPD-C-06163-01 	 AF01 	01/09/2022	 Cash 	 No 	 100,000",Full,0.93587804
261928,"Private Donors 	10044513	 No 	 WFPUSA GTF/07.09.2022 	 WPD-C-06165-04 	 AF01 	07/09/2022	 Cash 	 No 	 2,000,000",Full,0.9397836
261963,"WFP Food Assistance–Cash Transfers and Local, Regional, and International Procurement; Logistics; Nutrition
Countrywide
USAID / BHA",Partial,0.0931668
261964,"WFP Food Assistance–Cash Transfers and Local, Regional, and International Procurement; Logistics; Nutrition
Countrywide
USAID / BHA",Partial,0.0931668
